X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,T,Y
0.24987411305710383,0.9791837831405983,0.5207482509775782,0.07295142023035428,0.3160004739983575,0.8940823283765702,0.5276818914892212,0.9693551189655728,0.19319362471997392,0.426560957650608,1.0,1.0782737273602072
0.03409088214457401,0.5013968957841929,0.9620890813255507,0.6380633498803792,0.5597218520918636,0.7857580878535223,0.34640030707897007,0.8644828362922539,0.32148337421126283,0.8669701353019116,1.0,-0.8087961189165319
0.5142033545266885,0.8080715686827574,0.3502118766387764,0.8540670200279621,0.7795134178114402,0.911721770338094,0.28978999123022087,0.72044657136043,0.9150642808769495,0.1392946431371168,0.0,0.0
0.09982544595905207,0.7515050437683408,0.2970771184934631,0.9579917259400623,0.20476238330591123,0.1527649580191648,0.7272513481621308,0.7613499933402369,0.9962280576947309,0.6807653888245457,0.0,0.0
0.26895657529410877,0.9831746678297006,0.7187556515057612,0.3496526780565328,0.5524206107384314,0.04438387813091582,0.5542158393297503,0.9581893393480526,0.19872288271759508,0.7701000260998848,0.0,0.0
0.04991579615040509,0.7629455719775151,0.13937323681336344,0.5538035057602585,0.3746066453018678,0.5759354861636893,0.8352515617657361,0.9187929474649656,0.12663438350038547,0.00993036384011936,0.0,0.0
0.5052804239630758,0.22276377376097478,0.2393009103717667,0.5688914566594554,0.2780274520078264,0.23402247418185795,0.0078948167385674,0.1390444022288333,0.530526313968801,0.294231565705684,0.0,-0.0
0.5212431013522693,0.6709303813888787,0.2805088786957358,0.28314973962152035,0.04044265105351452,0.19032323621464786,0.8359348152240188,0.1952205463459038,0.4989519220296542,0.3093719546686323,0.0,0.0
0.5566858103143987,0.5731231899600425,0.6675603876291312,0.7614291882737346,0.04027007753108047,0.27480727700070706,0.1556572197377324,0.6030329987188993,0.9882308457552172,0.5802118201458887,1.0,1.1790944703372856
0.2658298152908253,0.6409652877901121,0.8018482985957037,0.5875433968046199,0.5489385052220749,0.028355315173792528,0.6992836022586834,0.5818812632465441,0.31970218436167364,0.06382851566206005,0.0,-0.0
0.7941909191288316,0.22582545098256823,0.48258264608070534,0.39941739579227364,0.4966222923453161,0.45888534284551286,0.7635776034194048,0.9838396929679514,0.12713752650955967,0.20782139322174364,0.0,-0.0
0.41667005424708614,0.5979368356556738,0.004189119961561905,0.391986669820096,0.6265839873989082,0.8264433780246124,0.7222491148632905,0.017618717410597284,0.02029919736794461,0.3701561407338717,1.0,0.7987475669050572
0.847166784141949,0.804014531912818,0.3111446493014477,0.19797420784666842,0.39826310999705883,0.5622021342638427,0.8953556090797636,0.1400218163603546,0.5899551815431827,0.725104857442319,0.0,0.0
0.47476777635811185,0.15062102243788744,0.021879918154738776,0.8128863965535228,0.5390904207365819,0.7478602653375449,0.8913278586722413,0.5105184238246354,0.93440839732976,0.20881691409087333,0.0,0.0
0.2832635039807082,0.06844248699183186,0.9227806549286636,0.07656623436740406,0.40392365292160726,0.2805816229214576,0.3200647824989241,0.6407993979571558,0.6822225655402678,0.3443140919135683,0.0,0.0
0.9296342025068831,0.15148557060272538,0.754423678023175,0.532216680391584,0.4507276453548874,0.5171408682572062,0.9456344310082035,0.03971126151182125,0.5791640011442866,0.9526057860372064,0.0,0.0
0.4736994704061416,0.9974833243489175,0.7881467704113824,0.866375068413018,0.6036605530263245,0.07385475891070681,0.18698631817068123,0.11324822191950479,0.4150886738921905,0.4276782219217915,1.0,2.388321076837456
0.9728944893947704,0.7728213132389161,0.12279582738902184,0.559910353669876,0.2789414434374027,0.03793454310907185,0.5209204414460593,0.8170587766660066,0.29862021462200505,0.8196421457309282,0.0,0.0
0.5032833656765823,0.6511194738966017,0.10214739346801083,0.22790714243492227,0.9857621985045713,0.7040716089556218,0.060269017188716134,0.13475598580910075,0.27801958045296626,0.24052438896813133,1.0,1.460943730108194
0.6935275986971424,0.40678681281444184,0.8719273529131335,0.4081223867791116,0.06594153282263715,0.5515673105624931,0.5719260042165372,0.9723690929799066,0.7823329356856193,0.20804915074725483,1.0,0.1594760690231254
0.6362512218236229,0.2633751750215513,0.2906617058161163,0.9460751307442071,0.6738060365399144,0.683784713286953,0.10687484107958878,0.9404439239590324,0.20853407219466846,0.8896166193009748,0.0,-0.0
0.10672759827598821,0.5833726399880722,0.3213332494369232,0.4331702882056452,0.29545264671285554,0.4177282668296314,0.9680738526572795,0.5009008645477742,0.3299350129120474,0.39625056639651624,0.0,-0.0
0.7632214785308677,0.9555253968120829,0.5480599792658424,0.47445605544066805,0.4210302711721706,0.9325764339270506,0.846607877892821,0.832758895552757,0.24362201676971285,0.9805992057993385,0.0,0.0
0.5966768510295427,0.39843233901089126,0.1413218494108044,0.2515997441382537,0.23678454409863692,0.3651685217007242,0.26962889408205837,0.8535035762919978,0.5220742321971289,0.16600726093982165,0.0,-0.0
0.5090966262596722,0.7117719297714367,0.47776529402867596,0.4554490427669037,0.5569252938168077,0.13796447008391677,0.5109730043244234,0.46584879447343397,0.353756366523598,0.4362475257046521,0.0,0.0
0.9365194620473081,0.02061059056923742,0.903124189810405,0.032062128398573364,0.6495768718688685,0.8491132081865602,0.9196134235738725,0.5741221105701729,0.4877098093468515,0.035014736908806965,1.0,-0.010097987740645922
0.06568786498493462,0.30486947759334426,0.514735003541097,0.41818299627231825,0.9228059272801196,0.17910520883138492,0.570372027362484,0.4956189466019948,0.743144587268414,0.306863552436449,0.0,-0.0
0.5394734585661615,0.07331642955946571,0.8116279838742514,0.14068519608003538,0.6298719118465937,0.4887093617925533,0.961489750214302,0.2761562988646682,0.9947488142202595,0.34642372599916194,1.0,-2.695333956822602
0.26824171835188637,0.5213608250561391,0.1376953334974671,0.6325539376127436,0.7337088717139035,0.9998371633357334,0.3981963191468044,0.47613059876305763,0.6097986287202507,0.30753954368189795,0.0,0.0
0.6559508352004624,0.48738292716437515,0.15250346099536594,0.05916974504803063,0.7387209125951186,0.3018628592265341,0.3103041495793013,0.5843522652184262,0.5985751550262962,0.01763416147736474,0.0,0.0
0.5187316060299431,0.35522574999880374,0.5633076364559595,0.13903163149361253,0.6319306746959038,0.7100906837892216,0.9838067671569727,0.7784567297536509,0.219576519605988,0.15592115659114003,0.0,-0.0
0.696647748921115,0.5196475531129175,0.7871270998929439,0.5564205478166864,0.5523699152627543,0.514725893037433,0.5828271336475697,0.48183145893014445,0.6407824599370577,0.6143691684597828,1.0,1.1876700380751575
0.7028499452167583,0.29574842733341533,0.43672579700058356,0.49518873439542344,0.9474117258995413,0.3927499939013174,0.4738114517291543,0.6596240236675415,0.5584830952714829,0.11793601948727295,1.0,0.07406966203532034
0.9593147137612762,0.6244809215959366,0.8213992578044496,0.9800327547258096,0.21884070027764113,0.828993510775823,0.8084095662617481,0.5495064723145461,0.9256368906276761,0.4712604193943858,1.0,2.6265623185778773
0.5808210035674168,0.04272309380101702,0.9608261567933556,0.3376685918267295,0.9424756831007945,0.3301734994805262,0.6989392879265041,0.1695175641906106,0.11720575722027393,0.2895208525608258,0.0,0.0
0.14569673933730332,0.9962038981438982,0.5831942545536756,0.27730453658797305,0.2244652969494627,0.7504524862525029,0.5562547895629306,0.9509246394975011,0.215453510955803,0.8415023066483064,0.0,-0.0
0.8518073116502791,0.8744156824317555,0.7115972283799142,0.8959615332651932,0.618201915851128,0.4474558067387956,0.5399272514726561,0.1274471246666955,0.8056114319796474,0.9607327778297102,0.0,0.0
0.8682697905347001,0.7266787585054684,0.17083316384645586,0.5334247780486555,0.41536334319463775,0.3660542211727458,0.657697557086071,0.5528490953165511,0.3182680626346993,0.7757780599807568,1.0,3.8940626989084963
0.5426023149164411,0.9387742355934187,0.834781774549909,0.9264986114074021,0.8495018190952048,0.8329131227237149,0.40773957617904044,0.2708111960107453,0.05954035514963352,0.827738807445389,0.0,0.0
0.11207547146626617,0.7729531295113992,0.27991919361368134,0.8862282079295455,0.6857245215597031,0.21908361031740053,0.5692543306301029,0.194495535862232,0.9555646960097138,0.08285130661957363,0.0,0.0
0.19622328623745222,0.1963252779771698,0.4059806113702791,0.8408727503845085,0.04703893782004642,0.1904588507589745,0.46393532364828627,0.7521315336187155,0.4405389074990922,0.8125197658846488,0.0,0.0
0.3006594521879896,0.14486257853673878,0.7833731417638795,0.7533972613252222,0.9746337906427675,0.7732792443918428,0.27845469836452574,0.3255322736218005,0.22530461057369056,0.6517275656338388,0.0,-0.0
0.9758920544603095,0.19801710773888626,0.8345948484769707,0.5473263298847983,0.56624255023017,0.7973491955700911,0.6547541433536789,0.7633098758099321,0.18144653223843776,0.051381611590894716,1.0,-0.6280377915332537
0.5903210658755167,0.8939260844089842,0.045265037763835725,0.11861329546614541,0.6604622166711152,0.13522682432418043,0.4548722902957001,0.366965793569213,0.3100271647362408,0.34012064070873427,1.0,0.8778672635492728
0.616786334212184,0.05643504974661118,0.6969458000853169,0.8478827922577774,0.2118034137720708,0.18908586846568975,0.5831702689554742,0.16695815962956262,0.3637881995449469,0.47811334849912224,0.0,-0.0
0.5926955185528457,0.8825845826323451,0.3992610691335532,0.8897939299348185,0.8054627273213382,0.07261092297458382,0.4116018816249598,0.33546872134223127,0.3523282815500607,0.3769648242530018,0.0,0.0
0.843481467110867,0.33279393128617696,0.2443724690652307,0.6948598789962259,0.8460826807741362,0.2121757222887274,0.23702485251391592,0.9191489386535482,0.58023467401825,0.611698385749669,1.0,1.3217785084159488
0.4376346521250155,0.9943058288338225,0.03571000571910321,0.024076105128505443,0.9832227239591879,0.07694895692921111,0.8586758264960755,0.45515575422786314,0.10795433926099685,0.6163843953441703,1.0,0.07843743301297401
0.9609121197246814,0.0898392466466148,0.2705106967610884,0.8567863926578786,0.8624704392999533,0.5867158505556738,0.8288864904495297,0.23896511826949807,0.6945634006398944,0.8294345927890707,1.0,0.8188262979872679
0.4224480606997171,0.567380476334141,0.42561414656109275,0.595307166830368,0.9190559124268881,0.994628259139532,0.16264167217560999,0.49258071678437876,0.22686210739303525,0.5912685780986993,0.0,0.0
0.41079422652290576,0.2773764852217271,0.2203535095679897,0.6826725175278938,0.5846625528279866,0.4913488444063413,0.8418484815344892,0.5953824303937484,0.7504796187994819,0.5330591769752827,1.0,0.1999551071832255
0.9554416046853663,0.9252718574646642,0.9719945601480012,0.10225049018699683,0.3408199666345697,0.9346619350148786,0.7562186832358334,0.1685749810815501,0.7265660496608887,0.40108895621101937,1.0,3.96563155916798
0.3864072840088193,0.2662050830679942,0.3501756235120921,0.4391442867886275,0.5576601152006627,0.5840208399737719,0.3997203377838171,0.11802388224541938,0.3369548932344557,0.30691208296027106,0.0,-0.0
0.6063355857866478,0.6069616746330919,0.6127282278509073,0.39027762337928573,0.0729717223029348,0.345372536114397,0.6661427812188517,0.5609626228656901,0.7054115587193202,0.5025731735098594,0.0,0.0
0.36599755452382665,0.840254793353582,0.8435441395243279,0.08421572070567507,0.8592352798239671,0.6835108642096132,0.964086533430106,0.6754180809294469,0.5851786439233382,0.7569599646032487,0.0,0.0
0.6132722265999333,0.15261675580019385,0.010752967116371082,0.20265653925715044,0.5411742489886819,0.8700855318391517,0.23639642250887916,0.9703617879755282,0.03748270275910426,0.3657346937385816,0.0,-0.0
0.6519329128673897,0.10683889331087237,0.6664855294049551,0.5931511825905931,0.04862881101711236,0.45036057953295205,0.9243308172987393,0.04152317575862963,0.8292410953592158,0.30989720688016875,1.0,0.4960857482004734
0.8863976749880323,0.6706894652207976,0.38343979454043864,0.9294158866032673,0.6130030587256851,0.2685216398622059,0.9182234244751619,0.023869750844807136,0.5356217506399629,0.7701820934961274,0.0,0.0
0.24455602113080188,0.6610568241564077,0.22781766734276787,0.8871437746670989,0.4620214712928318,0.7791572841573152,0.3625838176828311,0.019051771009745866,0.8706459984449566,0.531193587950181,0.0,0.0
0.04242556650262286,0.45008184301666787,0.7802599898306711,0.03962360792380348,0.379283172351253,0.7971275761961835,0.8026320363458785,0.45117619129030573,0.6069900989839093,0.06765474221219947,0.0,0.0
